OEM,MODEL,BODY TYPE,PRICE IN LAKHS,YEAR,MONTH,SALE,SALE OUT OF
Datsun,Go,Hatchback,4.03,2020,1,88,1163
Datsun,Go Plus,MUV,4.26,2020,1,55,1163
Datsun,RediGo,Hatchback,3.98,2020,1,1020,1163
Honda,Amaze,Sedan,6.39,2020,1,3160,5239
Honda,City,Sedan,11.23,2020,1,1734,5239
Honda,Civic,Sedan,17.95,2020,1,146,5239
Honda,CRV,MUV,20,2020,1,37,5239
Honda,Jazz,Hatchback,7.72,2020,1,46,5239
Honda,WRV,SUV,8.83,2020,1,116,5239
Hyundai,Creta,SUV,10.22,2020,1,6900,42002
Hyundai,Elantra,Sedan,17.86,2020,1,63,42002
Hyundai,Elite i20,Hatchback,5.57,2020,1,8137,42002
Hyundai,Grand i10,Hatchback,5,2020,1,8774,42002
Hyundai,Kona,Electric,23,2020,1,39,42002
Hyundai,Santro,Hatchback,3.13,2020,1,3671,42002
Hyundai,Tucson,SUV,23,2020,1,37,42002
Hyundai,Venue,SUV,7,2020,1,6733,42002
Hyundai,Verna,Sedan,8,2020,1,957,42002
Hyundai,"Xcent, Aura",Sedan,6,2020,1,6691,42002
Jeep,Compass,SUV,17.79,2020,1,701,701
Jeep,Wrangler,SUV,56.33,2020,1,,701
Kia,Carnival,Van,25.48,2020,1,450,15450
Kia,Seltos,SUV,9.95,2020,1,15000,15450
Mahindra,Alturas G4,SUV,28.85,2020,1,68,19407
Mahindra,Bolero,SUV,8.99,2020,1,7233,19407
Mahindra,KUV100,SUV,6.19,2020,1,59,19407
Mahindra,Marazzo,SUV,12.79,2020,1,1267,19407
Mahindra,Scorpio,SUV,13.18,2020,1,5316,19407
Mahindra,Thar,SUV,13.17,2020,1,,19407
Mahindra,TUV300,SUV,15,2020,1,649,19407
Mahindra,"Verito, Vibe",Sedan,10,2020,1,,19407
Mahindra,XUV300,SUV,8.16,2020,1,3360,19407
Mahindra,XUV500,SUV,13,2020,1,1455,19407
Maruti Suzuki,Alto,Hatchback,3.25,2020,1,18914,139843
Maruti Suzuki,Baleno,Hatchback,6.03,2020,1,20485,139843
Maruti Suzuki,Celerio,Hatchback,5.14,2020,1,6236,139843
Maruti Suzuki,Ciaz,Sedan,8.67,2020,1,835,139843
Maruti Suzuki,Dzire,Sedan,6.09,2020,1,22406,139843
Maruti Suzuki,Eeco,Van,4.53,2020,1,12324,139843
Maruti Suzuki,Ertiga,MUV,8.11,2020,1,4997,139843
Maruti Suzuki,Gypsy,SUV,6.5,2020,1,,139843
Maruti Suzuki,Ignis,Hatchback,5.08,2020,1,,139843
Maruti Suzuki,S-Cross,SUV,8.6,2020,1,558,139843
Maruti Suzuki,S-Presso,SUV,3.85,2020,1,6971,139843
Maruti Suzuki,Swift,Hatchback,5.9,2020,1,19981,139843
Maruti Suzuki,Vitara Brezza,SUV,7.68,2020,1,10134,139843
Maruti Suzuki,WagonR,Hatchback,5.16,2020,1,15232,139843
Maruti Suzuki,XL6,MUV,10.01,2020,1,770,139843
MG,Hector,SUV,13.95,2020,1,3130,3130
MG,ZS EV,SUV,21.49,2020,1,,3130
Nissan,Kicks,SUV,9.5,2020,1,172,172
Renault,Captur,SUV,9.5,2020,1,,7805
Renault,Duster,SUV,9.85,2020,1,405,7805
Renault,Kwid,Hatchback,4.24,2020,1,3281,7805
Renault,Triber,MUV,5.67,2020,1,4119,7805
Skoda,Kodiaq,SUV,34.99,2020,1,189,1347
Skoda,Octavia,Sedan,26.29,2020,1,207,1347
Skoda,Rapid,Sedan,11.99,2020,1,815,1347
Skoda,Superb,Sedan,32.85,2020,1,136,1347
Tata,Altroz,Hatchback,5.99,2020,1,4505,13856
Tata,Harrier,SUV,14.49,2020,1,719,13856
Tata,Hexa,MUV,13.69,2020,1,46,13856
Tata,Nexon,SUV,7.39,2020,1,3382,13856
Tata,Tiago,Hatchback,5.19,2020,1,4313,13856
Tata,Tigor,Hatchback,5.79,2020,1,891,13856
Toyota,Camry,Sedan,41.7,2020,1,85,5804
Toyota,Fortuner,MUV,31.38,2020,1,228,5804
Toyota,Glanza,Hatchback,7.69,2020,1,2191,5804
Toyota,Innova,MUV,17.3,2020,1,2575,5804
Toyota,Vellfire,Van,89.85,2020,1,,5804
Toyota,Yaris,Sedan,9.29,2020,1,725,5804
Volkswagen,Polo,Hatchback,6.49,2020,1,632,968
Volkswagen,Tiguan,SUV,11,2020,1,86,968
Volkswagen,T-Roc,SUV,21.35,2020,1,,968
Volkswagen,Vento,Sedan,10,2020,1,250,968
Datsun,Go,Hatchback,4.03,2020,2,98,671
Datsun,Go Plus,MUV,4.26,2020,2,60,671
Datsun,RediGo,Hatchback,3.98,2020,2,513,671
Honda,Amaze,Sedan,6.39,2020,2,5814,7269
Honda,City,Sedan,11.23,2020,2,1256,7269
Honda,Civic,Sedan,17.95,2020,2,174,7269
Honda,CRV,MUV,20,2020,2,25,7269
Honda,Jazz,Hatchback,7.72,2020,2,,7269
Honda,WRV,SUV,8.83,2020,2,,7269
Hyundai,Creta,SUV,10.22,2020,2,700,40010
Hyundai,Elantra,Sedan,17.86,2020,2,46,40010
Hyundai,Elite i20,Hatchback,5.57,2020,2,8766,40010
Hyundai,Grand i10,Hatchback,5,2020,2,10407,40010
Hyundai,Kona,Electric,23,2020,2,32,40010
Hyundai,Santro,Hatchback,3.13,2020,2,4200,40010
Hyundai,Tucson,SUV,23,2020,2,,40010
Hyundai,Venue,SUV,7,2020,2,10321,40010
Hyundai,Verna,Sedan,8,2020,2,570,40010
Hyundai,"Xcent, Aura",Sedan,6,2020,2,4968,40010
Jeep,Compass,SUV,17.79,2020,2,666,666
Jeep,Wrangler,SUV,56.33,2020,2,,666
Kia,Carnival,Van,25.48,2020,2,1620,15644
Kia,Seltos,SUV,9.95,2020,2,14024,15644
Mahindra,Alturas G4,SUV,28.85,2020,2,38,10673
Mahindra,Bolero,SUV,8.99,2020,2,4067,10673
Mahindra,KUV100,SUV,6.19,2020,2,108,10673
Mahindra,Marazzo,SUV,12.79,2020,2,1236,10673
Mahindra,Scorpio,SUV,13.18,2020,2,1505,10673
Mahindra,Thar,SUV,13.17,2020,2,,10673
Mahindra,TUV300,SUV,15,2020,2,944,10673
Mahindra,"Verito, Vibe",Sedan,10,2020,2,,10673
Mahindra,XUV300,SUV,8.16,2020,2,2431,10673
Mahindra,XUV500,SUV,13,2020,2,344,10673
Maruti Suzuki,Alto,Hatchback,3.25,2020,2,17921,133632
Maruti Suzuki,Baleno,Hatchback,6.03,2020,2,16585,133632
Maruti Suzuki,Celerio,Hatchback,5.14,2020,2,6104,133632
Maruti Suzuki,Ciaz,Sedan,8.67,2020,2,2544,133632
Maruti Suzuki,Dzire,Sedan,6.09,2020,2,7296,133632
Maruti Suzuki,Eeco,Van,4.53,2020,2,11227,133632
Maruti Suzuki,Ertiga,MUV,8.11,2020,2,11782,133632
Maruti Suzuki,Gypsy,SUV,6.5,2020,2,,133632
Maruti Suzuki,Ignis,Hatchback,5.08,2020,2,2912,133632
Maruti Suzuki,S-Cross,SUV,8.6,2020,2,,133632
Maruti Suzuki,S-Presso,SUV,3.85,2020,2,9578,133632
Maruti Suzuki,Swift,Hatchback,5.9,2020,2,18696,133632
Maruti Suzuki,Vitara Brezza,SUV,7.68,2020,2,6866,133632
Maruti Suzuki,WagonR,Hatchback,5.16,2020,2,18235,133632
Maruti Suzuki,XL6,MUV,10.01,2020,2,3886,133632
MG,Hector,SUV,13.95,2020,2,1218,1376
MG,ZS EV,SUV,21.49,2020,2,158,1376
Nissan,Kicks,SUV,9.5,2020,2,267,267
Renault,Captur,SUV,9.5,2020,2,,8784
Renault,Duster,SUV,9.85,2020,2,642,8784
Renault,Kwid,Hatchback,4.24,2020,2,4187,8784
Renault,Triber,MUV,5.67,2020,2,3955,8784
Skoda,Kodiaq,SUV,34.99,2020,2,176,1259
Skoda,Octavia,Sedan,26.29,2020,2,226,1259
Skoda,Rapid,Sedan,11.99,2020,2,680,1259
Skoda,Superb,Sedan,32.85,2020,2,177,1259
Tata,Altroz,Hatchback,5.99,2020,2,2806,12196
Tata,Harrier,SUV,14.49,2020,2,641,12196
Tata,Hexa,MUV,13.69,2020,2,152,12196
Tata,Nexon,SUV,7.39,2020,2,3894,12196
Tata,Tiago,Hatchback,5.19,2020,2,3921,12196
Tata,Tigor,Hatchback,5.79,2020,2,782,12196
Toyota,Camry,Sedan,41.7,2020,2,89,10352
Toyota,Fortuner,MUV,31.38,2020,2,1510,10352
Toyota,Glanza,Hatchback,7.69,2020,2,2710,10352
Toyota,Innova,MUV,17.3,2020,2,5459,10352
Toyota,Vellfire,Van,89.85,2020,2,42,10352
Toyota,Yaris,Sedan,9.29,2020,2,542,10352
Volkswagen,Polo,Hatchback,6.49,2020,2,144,314
Volkswagen,Tiguan,SUV,11,2020,2,27,314
Volkswagen,T-Roc,SUV,21.35,2020,2,,314
Volkswagen,Vento,Sedan,10,2020,2,143,314
Datsun,Go,Hatchback,4.03,2020,3,2,153
Datsun,Go Plus,MUV,4.26,2020,3,12,153
Datsun,RediGo,Hatchback,3.98,2020,3,139,153
Honda,Amaze,Sedan,6.39,2020,3,2744,3697
Honda,City,Sedan,11.23,2020,3,786,3697
Honda,Civic,Sedan,17.95,2020,3,67,3697
Honda,CRV,MUV,20,2020,3,14,3697
Honda,Jazz,Hatchback,7.72,2020,3,,3697
Honda,WRV,SUV,8.83,2020,3,86,3697
Hyundai,Creta,SUV,10.22,2020,3,6706,26300
Hyundai,Elantra,Sedan,17.86,2020,3,28,26300
Hyundai,Elite i20,Hatchback,5.57,2020,3,3455,26300
Hyundai,Grand i10,Hatchback,5,2020,3,4293,26300
Hyundai,Kona,Electric,23,2020,3,14,26300
Hyundai,Santro,Hatchback,3.13,2020,3,2169,26300
Hyundai,Tucson,SUV,23,2020,3,,26300
Hyundai,Venue,SUV,7,2020,3,6127,26300
Hyundai,Verna,Sedan,8,2020,3,893,26300
Hyundai,"Xcent, Aura",Sedan,6,2020,3,2615,26300
Jeep,Compass,SUV,17.79,2020,3,163,163
Jeep,Wrangler,SUV,56.33,2020,3,,163
Kia,Carnival,Van,25.48,2020,3,1117,8583
Kia,Seltos,SUV,9.95,2020,3,7466,8583
Mahindra,Alturas G4,SUV,28.85,2020,3,,3105
Mahindra,Bolero,SUV,8.99,2020,3,2080,3105
Mahindra,KUV100,SUV,6.19,2020,3,31,3105
Mahindra,Marazzo,SUV,12.79,2020,3,23,3105
Mahindra,Scorpio,SUV,13.18,2020,3,40,3105
Mahindra,Thar,SUV,13.17,2020,3,,3105
Mahindra,TUV300,SUV,15,2020,3,108,3105
Mahindra,"Verito, Vibe",Sedan,10,2020,3,,3105
Mahindra,XUV300,SUV,8.16,2020,3,814,3105
Mahindra,XUV500,SUV,13,2020,3,9,3105
Maruti Suzuki,Alto,Hatchback,3.25,2020,3,10829,76039
Maruti Suzuki,Baleno,Hatchback,6.03,2020,3,11406,76039
Maruti Suzuki,Celerio,Hatchback,5.14,2020,3,4010,76039
Maruti Suzuki,Ciaz,Sedan,8.67,2020,3,1863,76039
Maruti Suzuki,Dzire,Sedan,6.09,2020,3,5476,76039
Maruti Suzuki,Eeco,Van,4.53,2020,3,5966,76039
Maruti Suzuki,Ertiga,MUV,8.11,2020,3,3969,76039
Maruti Suzuki,Gypsy,SUV,6.5,2020,3,,76039
Maruti Suzuki,Ignis,Hatchback,5.08,2020,3,1901,76039
Maruti Suzuki,S-Cross,SUV,8.6,2020,3,,76039
Maruti Suzuki,S-Presso,SUV,3.85,2020,3,5159,76039
Maruti Suzuki,Swift,Hatchback,5.9,2020,3,8575,76039
Maruti Suzuki,Vitara Brezza,SUV,7.68,2020,3,5513,76039
Maruti Suzuki,WagonR,Hatchback,5.16,2020,3,9151,76039
Maruti Suzuki,XL6,MUV,10.01,2020,3,2221,76039
MG,Hector,SUV,13.95,2020,3,1402,1518
MG,ZS EV,SUV,21.49,2020,3,116,1518
Nissan,Kicks,SUV,9.5,2020,3,519,519
Renault,Captur,SUV,9.5,2020,3,,3269
Renault,Duster,SUV,9.85,2020,3,150,3269
Renault,Kwid,Hatchback,4.24,2020,3,1475,3269
Renault,Triber,MUV,5.67,2020,3,1644,3269
Skoda,Kodiaq,SUV,34.99,2020,3,59,451
Skoda,Octavia,Sedan,26.29,2020,3,89,451
Skoda,Rapid,Sedan,11.99,2020,3,180,451
Skoda,Superb,Sedan,32.85,2020,3,123,451
Tata,Altroz,Hatchback,5.99,2020,3,1147,5676
Tata,Harrier,SUV,14.49,2020,3,632,5676
Tata,Hexa,MUV,13.69,2020,3,,5676
Tata,Nexon,SUV,7.39,2020,3,2646,5676
Tata,Tiago,Hatchback,5.19,2020,3,1127,5676
Tata,Tigor,Hatchback,5.79,2020,3,124,5676
Toyota,Camry,Sedan,41.7,2020,3,60,7023
Toyota,Fortuner,MUV,31.38,2020,3,1100,7023
Toyota,Glanza,Hatchback,7.69,2020,3,1533,7023
Toyota,Innova,MUV,17.3,2020,3,3810,7023
Toyota,Vellfire,Van,89.85,2020,3,96,7023
Toyota,Yaris,Sedan,9.29,2020,3,424,7023
Volkswagen,Polo,Hatchback,6.49,2020,3,105,128
Volkswagen,Tiguan,SUV,11,2020,3,4,128
Volkswagen,T-Roc,SUV,21.35,2020,3,,128
Volkswagen,Vento,Sedan,10,2020,3,19,128
Datsun,Go,Hatchback,4.03,2020,4,,
Datsun,Go Plus,MUV,4.26,2020,4,,
Datsun,RediGo,Hatchback,3.98,2020,4,,
Honda,Amaze,Sedan,6.39,2020,4,,
Honda,City,Sedan,11.23,2020,4,,
Honda,Civic,Sedan,17.95,2020,4,,
Honda,CRV,MUV,20,2020,4,,
Honda,Jazz,Hatchback,7.72,2020,4,,
Honda,WRV,SUV,8.83,2020,4,,
Hyundai,Creta,SUV,10.22,2020,4,,
Hyundai,Elantra,Sedan,17.86,2020,4,,
Hyundai,Elite i20,Hatchback,5.57,2020,4,,
Hyundai,Grand i10,Hatchback,5,2020,4,,
Hyundai,Kona,Electric,23,2020,4,,
Hyundai,Santro,Hatchback,3.13,2020,4,,
Hyundai,Tucson,SUV,23,2020,4,,
Hyundai,Venue,SUV,7,2020,4,,
Hyundai,Verna,Sedan,8,2020,4,,
Hyundai,"Xcent, Aura",Sedan,6,2020,4,,
Jeep,Compass,SUV,17.79,2020,4,,
Jeep,Wrangler,SUV,56.33,2020,4,,
Kia,Carnival,Van,25.48,2020,4,,
Kia,Seltos,SUV,9.95,2020,4,,
Mahindra,Alturas G4,SUV,28.85,2020,4,,
Mahindra,Bolero,SUV,8.99,2020,4,,
Mahindra,KUV100,SUV,6.19,2020,4,,
Mahindra,Marazzo,SUV,12.79,2020,4,,
Mahindra,Scorpio,SUV,13.18,2020,4,,
Mahindra,Thar,SUV,13.17,2020,4,,
Mahindra,TUV300,SUV,15,2020,4,,
Mahindra,"Verito, Vibe",Sedan,10,2020,4,,
Mahindra,XUV300,SUV,8.16,2020,4,,
Mahindra,XUV500,SUV,13,2020,4,,
Maruti Suzuki,Alto,Hatchback,3.25,2020,4,,
Maruti Suzuki,Baleno,Hatchback,6.03,2020,4,,
Maruti Suzuki,Celerio,Hatchback,5.14,2020,4,,
Maruti Suzuki,Ciaz,Sedan,8.67,2020,4,,
Maruti Suzuki,Dzire,Sedan,6.09,2020,4,,
Maruti Suzuki,Eeco,Van,4.53,2020,4,,
Maruti Suzuki,Ertiga,MUV,8.11,2020,4,,
Maruti Suzuki,Gypsy,SUV,6.5,2020,4,,
Maruti Suzuki,Ignis,Hatchback,5.08,2020,4,,
Maruti Suzuki,S-Cross,SUV,8.6,2020,4,,
Maruti Suzuki,S-Presso,SUV,3.85,2020,4,,
Maruti Suzuki,Swift,Hatchback,5.9,2020,4,,
Maruti Suzuki,Vitara Brezza,SUV,7.68,2020,4,,
Maruti Suzuki,WagonR,Hatchback,5.16,2020,4,,
Maruti Suzuki,XL6,MUV,10.01,2020,4,,
MG,Hector,SUV,13.95,2020,4,,
MG,ZS EV,SUV,21.49,2020,4,,
Nissan,Kicks,SUV,9.5,2020,4,,
Renault,Captur,SUV,9.5,2020,4,,
Renault,Duster,SUV,9.85,2020,4,,
Renault,Kwid,Hatchback,4.24,2020,4,,
Renault,Triber,MUV,5.67,2020,4,,
Skoda,Kodiaq,SUV,34.99,2020,4,,
Skoda,Octavia,Sedan,26.29,2020,4,,
Skoda,Rapid,Sedan,11.99,2020,4,,
Skoda,Superb,Sedan,32.85,2020,4,,
Tata,Altroz,Hatchback,5.99,2020,4,,
Tata,Harrier,SUV,14.49,2020,4,,
Tata,Hexa,MUV,13.69,2020,4,,
Tata,Nexon,SUV,7.39,2020,4,,
Tata,Tiago,Hatchback,5.19,2020,4,,
Tata,Tigor,Hatchback,5.79,2020,4,,
Toyota,Camry,Sedan,41.7,2020,4,,
Toyota,Fortuner,MUV,31.38,2020,4,,
Toyota,Glanza,Hatchback,7.69,2020,4,,
Toyota,Innova,MUV,17.3,2020,4,,
Toyota,Vellfire,Van,89.85,2020,4,,
Toyota,Yaris,Sedan,9.29,2020,4,,
Volkswagen,Polo,Hatchback,6.49,2020,4,,
Volkswagen,Tiguan,SUV,11,2020,4,,
Volkswagen,T-Roc,SUV,21.35,2020,4,,
Volkswagen,Vento,Sedan,10,2020,4,,
Datsun,Go,Hatchback,4.03,2020,5,78,304
Datsun,Go Plus,MUV,4.26,2020,5,62,304
Datsun,RediGo,Hatchback,3.98,2020,5,164,304
Honda,Amaze,Sedan,6.39,2020,5,140,375
Honda,City,Sedan,11.23,2020,5,118,375
Honda,Civic,Sedan,17.95,2020,5,1,375
Honda,CRV,MUV,20,2020,5,2,375
Honda,Jazz,Hatchback,7.72,2020,5,,375
Honda,WRV,SUV,8.83,2020,5,114,375
Hyundai,Creta,SUV,10.22,2020,5,3212,6883
Hyundai,Elantra,Sedan,17.86,2020,5,6,6883
Hyundai,Elite i20,Hatchback,5.57,2020,5,878,6883
Hyundai,Grand i10,Hatchback,5,2020,5,718,6883
Hyundai,Kona,Electric,23,2020,5,4,6883
Hyundai,Santro,Hatchback,3.13,2020,5,157,6883
Hyundai,Tucson,SUV,23,2020,5,,6883
Hyundai,Venue,SUV,7,2020,5,1242,6883
Hyundai,Verna,Sedan,8,2020,5,317,6883
Hyundai,"Xcent, Aura",Sedan,6,2020,5,349,6883
Jeep,Compass,SUV,17.79,2020,5,93,93
Jeep,Wrangler,SUV,56.33,2020,5,,93
Kia,Carnival,Van,25.48,2020,5,50,1661
Kia,Seltos,SUV,9.95,2020,5,1611,1661
Mahindra,Alturas G4,SUV,28.85,2020,5,,3745
Mahindra,Bolero,SUV,8.99,2020,5,1715,3745
Mahindra,KUV100,SUV,6.19,2020,5,24,3745
Mahindra,Marazzo,SUV,12.79,2020,5,,3745
Mahindra,Scorpio,SUV,13.18,2020,5,713,3745
Mahindra,Thar,SUV,13.17,2020,5,,3745
Mahindra,TUV300,SUV,15,2020,5,,3745
Mahindra,"Verito, Vibe",Sedan,10,2020,5,,3745
Mahindra,XUV300,SUV,8.16,2020,5,1257,3745
Mahindra,XUV500,SUV,13,2020,5,36,3745
Maruti Suzuki,Alto,Hatchback,3.25,2020,5,1506,13702
Maruti Suzuki,Baleno,Hatchback,6.03,2020,5,1587,13702
Maruti Suzuki,Celerio,Hatchback,5.14,2020,5,468,13702
Maruti Suzuki,Ciaz,Sedan,8.67,2020,5,192,13702
Maruti Suzuki,Dzire,Sedan,6.09,2020,5,2215,13702
Maruti Suzuki,Eeco,Van,4.53,2020,5,1617,13702
Maruti Suzuki,Ertiga,MUV,8.11,2020,5,2353,13702
Maruti Suzuki,Gypsy,SUV,6.5,2020,5,,13702
Maruti Suzuki,Ignis,Hatchback,5.08,2020,5,196,13702
Maruti Suzuki,S-Cross,SUV,8.6,2020,5,,13702
Maruti Suzuki,S-Presso,SUV,3.85,2020,5,489,13702
Maruti Suzuki,Swift,Hatchback,5.9,2020,5,597,13702
Maruti Suzuki,Vitara Brezza,SUV,7.68,2020,5,572,13702
Maruti Suzuki,WagonR,Hatchback,5.16,2020,5,1199,13702
Maruti Suzuki,XL6,MUV,10.01,2020,5,711,13702
MG,Hector,SUV,13.95,2020,5,672,710
MG,ZS EV,SUV,21.49,2020,5,38,710
Nissan,Kicks,SUV,9.5,2020,5,74,74
Renault,Captur,SUV,9.5,2020,5,,1753
Renault,Duster,SUV,9.85,2020,5,138,1753
Renault,Kwid,Hatchback,4.24,2020,5,684,1753
Renault,Triber,MUV,5.67,2020,5,931,1753
Skoda,Kodiaq,SUV,34.99,2020,5,112,508
Skoda,Octavia,Sedan,26.29,2020,5,32,508
Skoda,Rapid,Sedan,11.99,2020,5,291,508
Skoda,Superb,Sedan,32.85,2020,5,73,508
Tata,Altroz,Hatchback,5.99,2020,5,1379,3152
Tata,Harrier,SUV,14.49,2020,5,161,3152
Tata,Hexa,MUV,13.69,2020,5,,3152
Tata,Nexon,SUV,7.39,2020,5,623,3152
Tata,Tiago,Hatchback,5.19,2020,5,857,3152
Tata,Tigor,Hatchback,5.79,2020,5,132,3152
Toyota,Camry,Sedan,41.7,2020,5,13,1641
Toyota,Fortuner,MUV,31.38,2020,5,267,1641
Toyota,Glanza,Hatchback,7.69,2020,5,507,1641
Toyota,Innova,MUV,17.3,2020,5,759,1641
Toyota,Vellfire,Van,89.85,2020,5,32,1641
Toyota,Yaris,Sedan,9.29,2020,5,63,1641
Volkswagen,Polo,Hatchback,6.49,2020,5,1126,1404
Volkswagen,Tiguan,SUV,11,2020,5,30,1404
Volkswagen,T-Roc,SUV,21.35,2020,5,70,1404
Volkswagen,Vento,Sedan,10,2020,5,178,1404
Datsun,Go,Hatchback,4.03,2020,6,51,506
Datsun,Go Plus,MUV,4.26,2020,6,51,506
Datsun,RediGo,Hatchback,3.98,2020,6,404,506
Honda,Amaze,Sedan,6.39,2020,6,139,1398
Honda,City,Sedan,11.23,2020,6,585,1398
Honda,Civic,Sedan,17.95,2020,6,14,1398
Honda,CRV,MUV,20,2020,6,2,1398
Honda,Jazz,Hatchback,7.72,2020,6,,1398
Honda,WRV,SUV,8.83,2020,6,658,1398
Hyundai,Creta,SUV,10.22,2020,6,7207,21320
Hyundai,Elantra,Sedan,17.86,2020,6,15,21320
Hyundai,Elite i20,Hatchback,5.57,2020,6,2718,21320
Hyundai,Grand i10,Hatchback,5,2020,6,3593,21320
Hyundai,Kona,Electric,23,2020,6,16,21320
Hyundai,Santro,Hatchback,3.13,2020,6,1513,21320
Hyundai,Tucson,SUV,23,2020,6,30,21320
Hyundai,Venue,SUV,7,2020,6,4129,21320
Hyundai,Verna,Sedan,8,2020,6,1083,21320
