OEM,MODEL,BODY TYPE,PRICE IN LAKHS,YEAR,MONTH,SALE,SALE OUT OF
Volkswagen,Vento,Sedan,10,2020,10,231,2054
Datsun,Go,Hatchback,4.03,2020,11,13,859
Datsun,Go Plus,MUV,4.26,2020,11,17,859
Datsun,RediGo,Hatchback,3.98,2020,11,829,859
Honda,Amaze,Sedan,6.39,2020,11,4706,9990
Honda,City,Sedan,11.23,2020,11,3523,9990
Honda,Civic,Sedan,17.95,2020,11,143,9990
Honda,CRV,MUV,20,2020,11,27,9990
Honda,Jazz,Hatchback,7.72,2020,11,633,9990
Honda,WRV,SUV,8.83,2020,11,958,9990
Hyundai,Creta,SUV,10.22,2020,11,12017,48800
Hyundai,Elantra,Sedan,17.86,2020,11,38,48800
Hyundai,Elite i20,Hatchback,5.57,2020,11,9096,48800
Hyundai,Grand i10,Hatchback,5,2020,11,10936,48800
Hyundai,Kona,Electric,23,2020,11,,48800
Hyundai,Santro,Hatchback,3.13,2020,11,2822,48800
Hyundai,Tucson,SUV,23,2020,11,76,48800
Hyundai,Venue,SUV,7,2020,11,9265,48800
Hyundai,Verna,Sedan,8,2020,11,1487,48800
Hyundai,"Xcent, Aura",Sedan,6,2020,11,3063,48800
Jeep,Compass,SUV,17.79,2020,11,702,709
Jeep,Wrangler,SUV,56.33,2020,11,7,709
Kia,Carnival,Van,25.48,2020,11,400,21022
Kia,Seltos,SUV,9.95,2020,11,9205,21022
Kia,Sonet,SUV,9.95,2020,11,11417,21022
Mahindra,Alturas G4,SUV,28.85,2020,11,23,17971
Mahindra,Bolero,SUV,8.99,2020,11,6055,17971
Mahindra,KUV100,SUV,6.19,2020,11,23,17971
Mahindra,Marazzo,SUV,12.79,2020,11,226,17971
Mahindra,Scorpio,SUV,13.18,2020,11,3725,17971
Mahindra,Thar,SUV,13.17,2020,11,2569,17971
Mahindra,TUV300,SUV,15,2020,11,,17971
Mahindra,"Verito, Vibe",Sedan,10,2020,11,,17971
Mahindra,XUV300,SUV,8.16,2020,11,4458,17971
Mahindra,XUV500,SUV,13,2020,11,892,17971
Maruti Suzuki,Alto,Hatchback,3.25,2020,11,15321,135775
Maruti Suzuki,Baleno,Hatchback,6.03,2020,11,17872,135775
Maruti Suzuki,Celerio,Hatchback,5.14,2020,11,6533,135775
Maruti Suzuki,Ciaz,Sedan,8.67,2020,11,1870,135775
Maruti Suzuki,Dzire,Sedan,6.09,2020,11,13536,135775
Maruti Suzuki,Eeco,Van,4.53,2020,11,11183,135775
Maruti Suzuki,Ertiga,MUV,8.11,2020,11,9557,135775
Maruti Suzuki,Gypsy,SUV,6.5,2020,11,93,135775
Maruti Suzuki,Ignis,Hatchback,5.08,2020,11,3935,135775
Maruti Suzuki,S-Cross,SUV,8.6,2020,11,2877,135775
Maruti Suzuki,S-Presso,SUV,3.85,2020,11,7018,135775
Maruti Suzuki,Swift,Hatchback,5.9,2020,11,18498,135775
Maruti Suzuki,Vitara Brezza,SUV,7.68,2020,11,7838,135775
Maruti Suzuki,WagonR,Hatchback,5.16,2020,11,16256,135775
Maruti Suzuki,XL6,MUV,10.01,2020,11,3388,135775
MG,Gloster,SUV,30.99,2020,11,627,4163
MG,Hector,SUV,13.95,2020,11,3426,4163
MG,ZS EV,SUV,21.49,2020,11,110,4163
Nissan,Kicks,SUV,9.5,2020,11,158,158
Nissan,Magnite,SUV,5.77,2020,11,,158
Renault,Captur,SUV,9.5,2020,11,,10181
Renault,Duster,SUV,9.85,2020,11,416,10181
Renault,Kwid,Hatchback,4.24,2020,11,4956,10181
Renault,Triber,MUV,5.67,2020,11,4809,10181
Skoda,Karoq,SUV,24.99,2020,11,5,1056
Skoda,Kodiaq,SUV,34.99,2020,11,,1056
Skoda,Octavia,Sedan,26.29,2020,11,20,1056
Skoda,Rapid,Sedan,11.99,2020,11,813,1056
Skoda,Superb,Sedan,32.85,2020,11,218,1056
Tata,Altroz,Hatchback,5.99,2020,11,6260,21640
Tata,Harrier,SUV,14.49,2020,11,2210,21640
Tata,Hexa,MUV,13.69,2020,11,,21640
Tata,Nexon,SUV,7.39,2020,11,6021,21640
Tata,Tiago,Hatchback,5.19,2020,11,5890,21640
Tata,Tigor,Hatchback,5.79,2020,11,1259,21640
Toyota,Camry,Sedan,41.7,2020,11,32,8508
Toyota,Fortuner,MUV,31.38,2020,11,656,8508
Toyota,Glanza,Hatchback,7.69,2020,11,2428,8508
Toyota,Innova,MUV,17.3,2020,11,2192,8508
Toyota,Urban Cruiser,SUV,8.87,2020,11,2832,8508
Toyota,Vellfire,Van,89.85,2020,11,23,8508
Toyota,Yaris,Sedan,9.29,2020,11,345,8508
Volkswagen,Polo,Hatchback,6.49,2020,11,1130,1412
Volkswagen,Tiguan,SUV,11,2020,11,138,1412
Volkswagen,T-Roc,SUV,21.35,2020,11,19,1412
Volkswagen,Vento,Sedan,10,2020,11,125,1412
Datsun,Go,Hatchback,4.03,2020,12,,502
Datsun,Go Plus,MUV,4.26,2020,12,,502
Datsun,RediGo,Hatchback,3.98,2020,12,502,502
Honda,Amaze,Sedan,6.39,2020,12,4385,8638
Honda,City,Sedan,11.23,2020,12,2717,8638
Honda,Civic,Sedan,17.95,2020,12,,8638
Honda,CRV,MUV,20,2020,12,4,8638
Honda,Jazz,Hatchback,7.72,2020,12,602,8638
Honda,WRV,SUV,8.83,2020,12,930,8638
Hyundai,Creta,SUV,10.22,2020,12,10592,47400
Hyundai,Elantra,Sedan,17.86,2020,12,15,47400
Hyundai,Elite i20,Hatchback,5.57,2020,12,8004,47400
Hyundai,Grand i10,Hatchback,5,2020,12,10263,47400
Hyundai,Kona,Electric,23,2020,12,24,47400
Hyundai,Santro,Hatchback,3.13,2020,12,1960,47400
Hyundai,Tucson,SUV,23,2020,12,80,47400
Hyundai,Venue,SUV,7,2020,12,12313,47400
Hyundai,Verna,Sedan,8,2020,12,1036,47400
Hyundai,"Xcent, Aura",Sedan,6,2020,12,3113,47400
Jeep,Compass,SUV,17.79,2020,12,384,384
Jeep,Wrangler,SUV,56.33,2020,12,,384
Kia,Carnival,Van,25.48,2020,12,251,11818
Kia,Seltos,SUV,9.95,2020,12,5608,11818
Kia,Sonet,SUV,9.95,2020,12,5959,11818
Mahindra,Alturas G4,SUV,28.85,2020,12,9,18720
Mahindra,Bolero,SUV,8.99,2020,12,7723,18720
Mahindra,KUV100,SUV,6.19,2020,12,16,18720
Mahindra,Marazzo,SUV,12.79,2020,12,161,18720
Mahindra,Scorpio,SUV,13.18,2020,12,3417,18720
Mahindra,Thar,SUV,13.17,2020,12,2670,18720
Mahindra,TUV300,SUV,15,2020,12,,18720
Mahindra,"Verito, Vibe",Sedan,10,2020,12,,18720
Mahindra,XUV300,SUV,8.16,2020,12,3974,18720
Mahindra,XUV500,SUV,13,2020,12,750,18720
Maruti Suzuki,Alto,Hatchback,3.25,2020,12,18140,140754
Maruti Suzuki,Baleno,Hatchback,6.03,2020,12,18030,140754
Maruti Suzuki,Celerio,Hatchback,5.14,2020,12,6660,140754
Maruti Suzuki,Ciaz,Sedan,8.67,2020,12,1270,140754
Maruti Suzuki,Dzire,Sedan,6.09,2020,12,13868,140754
Maruti Suzuki,Eeco,Van,4.53,2020,12,11215,140754
Maruti Suzuki,Ertiga,MUV,8.11,2020,12,9177,140754
Maruti Suzuki,Gypsy,SUV,6.5,2020,12,,140754
Maruti Suzuki,Ignis,Hatchback,5.08,2020,12,3268,140754
Maruti Suzuki,S-Cross,SUV,8.6,2020,12,1185,140754
Maruti Suzuki,S-Presso,SUV,3.85,2020,12,6787,140754
Maruti Suzuki,Swift,Hatchback,5.9,2020,12,18131,140754
Maruti Suzuki,Vitara Brezza,SUV,7.68,2020,12,12251,140754
Maruti Suzuki,WagonR,Hatchback,5.16,2020,12,17684,140754
Maruti Suzuki,XL6,MUV,10.01,2020,12,3088,140754
MG,Gloster,SUV,30.99,2020,12,458,4010
MG,Hector,SUV,13.95,2020,12,3430,4010
MG,ZS EV,SUV,21.49,2020,12,122,4010
Nissan,Kicks,SUV,9.5,2020,12,97,657
Nissan,Magnite,SUV,5.77,2020,12,560,657
Renault,Captur,SUV,9.5,2020,12,,9800
Renault,Duster,SUV,9.85,2020,12,494,9800
Renault,Kwid,Hatchback,4.24,2020,12,4335,9800
Renault,Triber,MUV,5.67,2020,12,4971,9800
Skoda,Karoq,SUV,24.99,2020,12,4,1303
Skoda,Kodiaq,SUV,34.99,2020,12,,1303
Skoda,Octavia,Sedan,26.29,2020,12,22,1303
Skoda,Rapid,Sedan,11.99,2020,12,1015,1303
Skoda,Superb,Sedan,32.85,2020,12,262,1303
Tata,Altroz,Hatchback,5.99,2020,12,6600,23546
Tata,Harrier,SUV,14.49,2020,12,2223,23546
Tata,Hexa,MUV,13.69,2020,12,,23546
Tata,Nexon,SUV,7.39,2020,12,6835,23546
Tata,Tiago,Hatchback,5.19,2020,12,6066,23546
Tata,Tigor,Hatchback,5.79,2020,12,1822,23546
Toyota,Camry,Sedan,41.7,2020,12,33,7487
Toyota,Fortuner,MUV,31.38,2020,12,584,7487
Toyota,Glanza,Hatchback,7.69,2020,12,2102,7487
Toyota,Innova,MUV,17.3,2020,12,2764,7487
Toyota,Urban Cruiser,SUV,8.87,2020,12,1762,7487
Toyota,Vellfire,Van,89.85,2020,12,16,7487
Toyota,Yaris,Sedan,9.29,2020,12,226,7487
Volkswagen,Polo,Hatchback,6.49,2020,12,1805,2401
Volkswagen,Tiguan,SUV,11,2020,12,247,2401
Volkswagen,T-Roc,SUV,21.35,2020,12,1,2401
Volkswagen,Vento,Sedan,10,2020,12,348,2401
Datsun,Go,Hatchback,4.03,2021,1,30,840
Datsun,Go Plus,MUV,4.26,2021,1,30,840
Datsun,RediGo,Hatchback,3.98,2021,1,780,840
Honda,Amaze,Sedan,6.39,2021,1,5477,10319
Honda,City,Sedan,11.23,2021,1,2667,10319
Honda,Civic,Sedan,17.95,2021,1,,10319
Honda,CRV,MUV,20,2021,1,11,10319
Honda,Jazz,Hatchback,7.72,2021,1,953,10319
Honda,WRV,SUV,8.83,2021,1,1211,10319
Hyundai,Alcazar,SUV,16.34,2021,1,,52005
Hyundai,Creta,SUV,10.22,2021,1,12284,52005
Hyundai,Elantra,Sedan,17.86,2021,1,32,52005
Hyundai,Grand i10,Hatchback,5,2021,1,10865,52005
Hyundai,i20,Hatchback,4.88,2021,1,8505,52005
Hyundai,Kona,Electric,23,2021,1,21,52005
Hyundai,Santro,Hatchback,3.13,2021,1,2211,52005
Hyundai,Tucson,SUV,23,2021,1,125,52005
Hyundai,Venue,SUV,7,2021,1,11779,52005
Hyundai,Verna,Sedan,8,2021,1,2000,52005
Hyundai,"Xcent, Aura",Sedan,6,2021,1,4183,52005
Jeep,Compass,SUV,17.79,2021,1,394,394
Jeep,Wrangler,SUV,56.33,2021,1,,394
Kia,Carnival,Van,25.48,2021,1,328,19056
Kia,Seltos,SUV,9.95,2021,1,9869,19056
Kia,Sonet,SUV,9.95,2021,1,8859,19056
Mahindra,Alturas G4,SUV,28.85,2021,1,10,20498
Mahindra,Bolero,SUV,8.99,2021,1,7567,20498
Mahindra,KUV100,SUV,6.19,2021,1,11,20498
Mahindra,Marazzo,SUV,12.79,2021,1,175,20498
Mahindra,Scorpio,SUV,13.18,2021,1,4083,20498
Mahindra,Thar,SUV,13.17,2021,1,3152,20498
Mahindra,TUV300,SUV,15,2021,1,,20498
Mahindra,XUV300,SUV,8.16,2021,1,4612,20498
Mahindra,XUV500,SUV,13,2021,1,888,20498
Maruti Suzuki,Alto,Hatchback,3.25,2021,1,18260,139002
Maruti Suzuki,Baleno,Hatchback,6.03,2021,1,16648,139002
Maruti Suzuki,Celerio,Hatchback,5.14,2021,1,6963,139002
Maruti Suzuki,Ciaz,Sedan,8.67,2021,1,1347,139002
Maruti Suzuki,Dzire,Sedan,6.09,2021,1,15125,139002
Maruti Suzuki,Eeco,Van,4.53,2021,1,11680,139002
Maruti Suzuki,Ertiga,MUV,8.11,2021,1,9565,139002
Maruti Suzuki,Ignis,Hatchback,5.08,2021,1,3854,139002
Maruti Suzuki,S-Cross,SUV,8.6,2021,1,580,139002
Maruti Suzuki,S-Presso,SUV,3.85,2021,1,6893,139002
Maruti Suzuki,Swift,Hatchback,5.9,2021,1,17180,139002
Maruti Suzuki,Vitara Brezza,SUV,7.68,2021,1,10623,139002
Maruti Suzuki,WagonR,Hatchback,5.16,2021,1,17165,139002
Maruti Suzuki,XL6,MUV,10.01,2021,1,3119,139002
MG,Gloster,SUV,30.99,2021,1,475,3602
MG,Hector,SUV,13.95,2021,1,3003,3602
MG,ZS EV,SUV,21.49,2021,1,124,3602
Nissan,Kicks,SUV,9.5,2021,1,150,3181
Nissan,Magnite,SUV,5.77,2021,1,3031,3181
Renault,Duster,SUV,9.85,2021,1,336,8209
Renault,Kiger,SUV,5.79,2021,1,,8209
Renault,Kwid,Hatchback,4.24,2021,1,3791,8209
Renault,Triber,MUV,5.67,2021,1,4082,8209
Skoda,Karoq,SUV,24.99,2021,1,,1004
Skoda,Kodiaq,SUV,34.99,2021,1,,1004
Skoda,Octavia,Sedan,26.29,2021,1,8,1004
Skoda,Rapid,Sedan,11.99,2021,1,757,1004
Skoda,Superb,Sedan,32.85,2021,1,239,1004
Tata,Altroz,Hatchback,5.99,2021,1,7378,26980
Tata,Harrier,SUV,14.49,2021,1,2443,26980
Tata,Nexon,SUV,7.39,2021,1,8225,26980
Tata,Safari,MUV,14.99,2021,1,,26980
Tata,Tiago,Hatchback,5.19,2021,1,6909,26980
Tata,Tigor,Hatchback,5.79,2021,1,2025,26980
Toyota,Camry,Sedan,41.7,2021,1,45,11126
Toyota,Fortuner,MUV,31.38,2021,1,1169,11126
Toyota,Glanza,Hatchback,7.69,2021,1,2556,11126
Toyota,Innova,MUV,17.3,2021,1,3939,11126
Toyota,Urban Cruiser,SUV,8.87,2021,1,3005,11126
Toyota,Vellfire,Van,89.85,2021,1,,11126
Toyota,Yaris,Sedan,9.29,2021,1,412,11126
Volkswagen,Polo,Hatchback,6.49,2021,1,1747,2041
Volkswagen,Tiguan,SUV,11,2021,1,74,2041
Volkswagen,T-Roc,SUV,21.35,2021,1,,2041
Volkswagen,Vento,Sedan,10,2021,1,220,2041
Datsun,Go,Hatchback,4.03,2021,2,29,990
Datsun,Go Plus,MUV,4.26,2021,2,72,990
Datsun,RediGo,Hatchback,3.98,2021,2,889,990
Honda,Amaze,Sedan,6.39,2021,2,4939,9321
Honda,City,Sedan,11.23,2021,2,2524,9321
Honda,Civic,Sedan,17.95,2021,2,,9321
Honda,CRV,MUV,20,2021,2,1,9321
Honda,Jazz,Hatchback,7.72,2021,2,856,9321
Honda,WRV,SUV,8.83,2021,2,1001,9321
Hyundai,Alcazar,SUV,16.34,2021,2,,51600
Hyundai,Creta,SUV,10.22,2021,2,12428,51600
Hyundai,Elantra,Sedan,17.86,2021,2,40,51600
Hyundai,Grand i10,Hatchback,5,2021,2,10270,51600
Hyundai,i20,Hatchback,4.88,2021,2,9001,51600
Hyundai,Kona,Electric,23,2021,2,10,51600
Hyundai,Santro,Hatchback,3.13,2021,2,2128,51600
Hyundai,Tucson,SUV,23,2021,2,152,51600
Hyundai,Venue,SUV,7,2021,2,11224,51600
Hyundai,Verna,Sedan,8,2021,2,2047,51600
Hyundai,"Xcent, Aura",Sedan,6,2021,2,4300,51600
Jeep,Compass,SUV,17.79,2021,2,1103,1103
Jeep,Wrangler,SUV,56.33,2021,2,,1103
Kia,Carnival,Van,25.48,2021,2,400,16702
Kia,Seltos,SUV,9.95,2021,2,8305,16702
Kia,Sonet,SUV,9.95,2021,2,7997,16702
Mahindra,Alturas G4,SUV,28.85,2021,2,36,15380
Mahindra,Bolero,SUV,8.99,2021,2,4843,15380
Mahindra,KUV100,SUV,6.19,2021,2,4,15380
Mahindra,Marazzo,SUV,12.79,2021,2,120,15380
Mahindra,Scorpio,SUV,13.18,2021,2,3532,15380
Mahindra,Thar,SUV,13.17,2021,2,2842,15380
Mahindra,TUV300,SUV,15,2021,2,,15380
Mahindra,XUV300,SUV,8.16,2021,2,3174,15380
Mahindra,XUV500,SUV,13,2021,2,829,15380
Maruti Suzuki,Alto,Hatchback,3.25,2021,2,16919,144761
Maruti Suzuki,Baleno,Hatchback,6.03,2021,2,20070,144761
Maruti Suzuki,Celerio,Hatchback,5.14,2021,2,6214,144761
Maruti Suzuki,Ciaz,Sedan,8.67,2021,2,1510,144761
Maruti Suzuki,Dzire,Sedan,6.09,2021,2,11901,144761
Maruti Suzuki,Eeco,Van,4.53,2021,2,11891,144761
Maruti Suzuki,Ertiga,MUV,8.11,2021,2,9774,144761
Maruti Suzuki,Ignis,Hatchback,5.08,2021,2,3340,144761
Maruti Suzuki,S-Cross,SUV,8.6,2021,2,2505,144761
Maruti Suzuki,S-Presso,SUV,3.85,2021,2,7040,144761
Maruti Suzuki,Swift,Hatchback,5.9,2021,2,20264,144761
Maruti Suzuki,Vitara Brezza,SUV,7.68,2021,2,11585,144761
Maruti Suzuki,WagonR,Hatchback,5.16,2021,2,18728,144761
Maruti Suzuki,XL6,MUV,10.01,2021,2,3020,144761
MG,Gloster,SUV,30.99,2021,2,463,4329
MG,Hector,SUV,13.95,2021,2,3662,4329
MG,ZS EV,SUV,21.49,2021,2,204,4329
Nissan,Kicks,SUV,9.5,2021,2,263,3254
Nissan,Magnite,SUV,5.77,2021,2,2991,3254
Renault,Duster,SUV,9.85,2021,2,337,11043
Renault,Kiger,SUV,5.79,2021,2,3226,11043
Renault,Kwid,Hatchback,4.24,2021,2,3927,11043
Renault,Triber,MUV,5.67,2021,2,3553,11043
Skoda,Karoq,SUV,24.99,2021,2,2,853
Skoda,Kodiaq,SUV,34.99,2021,2,,853
Skoda,Octavia,Sedan,26.29,2021,2,2,853
Skoda,Rapid,Sedan,11.99,2021,2,614,853
Skoda,Superb,Sedan,32.85,2021,2,235,853
Tata,Altroz,Hatchback,5.99,2021,2,6832,27224
Tata,Harrier,SUV,14.49,2021,2,2030,27224
Tata,Nexon,SUV,7.39,2021,2,7929,27224
Tata,Safari,MUV,14.99,2021,2,1707,27224
Tata,Tiago,Hatchback,5.19,2021,2,6787,27224
Tata,Tigor,Hatchback,5.79,2021,2,1939,27224
Toyota,Camry,Sedan,41.7,2021,2,15,14069
Toyota,Fortuner,MUV,31.38,2021,2,2053,14069
Toyota,Glanza,Hatchback,7.69,2021,2,2743,14069
Toyota,Innova,MUV,17.3,2021,2,6018,14069
Toyota,Urban Cruiser,SUV,8.87,2021,2,2549,14069
Toyota,Vellfire,Van,89.85,2021,2,34,14069
Toyota,Yaris,Sedan,9.29,2021,2,657,14069
Volkswagen,Polo,Hatchback,6.49,2021,2,1937,2186
Volkswagen,Tiguan,SUV,11,2021,2,63,2186
Volkswagen,T-Roc,SUV,21.35,2021,2,,2186
Volkswagen,Vento,Sedan,10,2021,2,186,2186
Datsun,Go,Hatchback,4.03,2021,3,19,884
Datsun,Go Plus,MUV,4.26,2021,3,30,884
Datsun,RediGo,Hatchback,3.98,2021,3,835,884
Honda,Amaze,Sedan,6.39,2021,3,4596,7103
Honda,City,Sedan,11.23,2021,3,815,7103
Honda,Civic,Sedan,17.95,2021,3,6,7103
Honda,CRV,MUV,20,2021,3,1,7103
Honda,Jazz,Hatchback,7.72,2021,3,707,7103
Honda,WRV,SUV,8.83,2021,3,978,7103
Hyundai,Alcazar,SUV,16.34,2021,3,,52600
Hyundai,Creta,SUV,10.22,2021,3,12640,52600
Hyundai,Elantra,Sedan,17.86,2021,3,53,52600
Hyundai,Grand i10,Hatchback,5,2021,3,11020,52600
Hyundai,i20,Hatchback,4.88,2021,3,9045,52600
Hyundai,Kona,Electric,23,2021,3,11,52600
Hyundai,Santro,Hatchback,3.13,2021,3,2165,52600
Hyundai,Tucson,SUV,23,2021,3,143,52600
Hyundai,Venue,SUV,7,2021,3,10722,52600
Hyundai,Verna,Sedan,8,2021,3,2778,52600
Hyundai,"Xcent, Aura",Sedan,6,2021,3,4023,52600
Jeep,Compass,SUV,17.79,2021,3,1360,1360
Jeep,Wrangler,SUV,56.33,2021,3,,1360
Kia,Carnival,Van,25.48,2021,3,45,19100
Kia,Seltos,SUV,9.95,2021,3,10557,19100
Kia,Sonet,SUV,9.95,2021,3,8498,19100
Mahindra,Alturas G4,SUV,28.85,2021,3,49,16643
Mahindra,Bolero,SUV,8.99,2021,3,8905,16643
Mahindra,KUV100,SUV,6.19,2021,3,1,16643
Mahindra,Marazzo,SUV,12.79,2021,3,255,16643
Mahindra,Scorpio,SUV,13.18,2021,3,2331,16643
Mahindra,Thar,SUV,13.17,2021,3,1912,16643
Mahindra,TUV300,SUV,15,2021,3,,16643
Mahindra,XUV300,SUV,8.16,2021,3,2587,16643
Mahindra,XUV500,SUV,13,2021,3,603,16643
Maruti Suzuki,Alto,Hatchback,3.25,2021,3,17401,146203
Maruti Suzuki,Baleno,Hatchback,6.03,2021,3,21217,146203
Maruti Suzuki,Celerio,Hatchback,5.14,2021,3,4720,146203
Maruti Suzuki,Ciaz,Sedan,8.67,2021,3,1628,146203
Maruti Suzuki,Dzire,Sedan,6.09,2021,3,11434,146203
Maruti Suzuki,Eeco,Van,4.53,2021,3,11547,146203
Maruti Suzuki,Ertiga,MUV,8.11,2021,3,9303,146203
Maruti Suzuki,Ignis,Hatchback,5.08,2021,3,4359,146203
Maruti Suzuki,S-Cross,SUV,8.6,2021,3,2535,146203
Maruti Suzuki,S-Presso,SUV,3.85,2021,3,7252,146203
Maruti Suzuki,Swift,Hatchback,5.9,2021,3,21714,146203
Maruti Suzuki,Vitara Brezza,SUV,7.68,2021,3,11274,146203
Maruti Suzuki,WagonR,Hatchback,5.16,2021,3,18757,146203
Maruti Suzuki,XL6,MUV,10.01,2021,3,3062,146203
MG,Gloster,SUV,30.99,2021,3,505,5528
MG,Hector,SUV,13.95,2021,3,4720,5528
MG,ZS EV,SUV,21.49,2021,3,303,5528
Nissan,Kicks,SUV,9.5,2021,3,141,3128
Nissan,Magnite,SUV,5.77,2021,3,2987,3128
Renault,Duster,SUV,9.85,2021,3,252,12356
